,Unnamed: 0,Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore,latitude,longitude,NTA
0,0,1,10,Y4,0,124,2598091,920 GRESHAM ROAD,MANHATTAN,1000010010,1,D,40.686047,-74.023984,Governors Island
1,1,2,23,T2,0,1,24346,20 SOUTH STREET,MANHATTAN,1000020023,0,F,42.865296,-78.865784,First Ward
2,5,9,1,O4,4,1,692431,34 WHITEHALL STREET,MANHATTAN,1000090001,72,B,40.702773,-74.013154,Financial District
3,8,16,40,W1,0,1,134082,55 BATTERY PLACE,MANHATTAN,1000160040,43,D,40.706426,-74.017529,Battery Park City
4,9,16,7523,R0,2,1,302526,325 NORTH END AVENUE,MANHATTAN,1000167523,12,D,40.71698,-74.015041,Battery Park City
5,14,24,1,O4,4,1,974958,60 BROAD STREET,MANHATTAN,1000240001,68,C,40.625212,-74.077247,Stapleton
6,15,26,14,D5,2,2,377214,37 WALL STREET,MANHATTAN,1000260014,36,D,40.706582,-74.01006,Financial District
7,19,28,1,D0,2,1,239121,3 HANOVER SQUARE,MANHATTAN,1000280001,6,D,40.704861,-74.00956,Financial District
8,20,28,5,O4,4,1,292466,5 HANOVER SQUARE,MANHATTAN,1000280005,64,C,40.704944,-74.009177,Financial District
9,21,28,12,O4,4,1,95325,76 BEAVER STREET,MANHATTAN,1000280012,52,D,40.705258,-74.008882,Financial District
10,24,33,1,O4,4,1,541568,77 WATER STREET,MANHATTAN,1000330001,84,B,40.704308,-74.008367,Financial District
11,29,40,16,H3,4,1,119467,52 WILLIAM STREET,MANHATTAN,1000400016,0,F,40.686991,-73.721024,Alden Manor
12,32,52,8,H2,4,1,130054,133 GREENWICH STREET,MANHATTAN,1000520008,40,D,40.709379,-74.012765,Financial District
13,38,75,1,D8,2,1,541000,127 JOHN STREET,MANHATTAN,1000750001,35,D,40.70736,-74.005167,Financial District
14,40,76,6,D7,2,1,101542,56 FULTON STREET,MANHATTAN,1000760006,41,D,40.708519,-74.005096,Financial District
15,43,13,1,O6,4,1,180646,1 BROADWAY,MANHATTAN,1000130001,98,A,40.658403,-73.830472,Howard Beach
16,44,13,5,O4,4,1,434220,11 BROADWAY,MANHATTAN,1000130005,86,A,40.767619,-73.935347,Astoria
17,45,16,120,O4,4,1,1501878,200 LIBERTY STREET,MANHATTAN,1000160120,77,B,40.711226,-74.01539,Battery Park City
18,46,16,140,O4,4,1,2233692,200 VESEY STREET,MANHATTAN,1000160140,80,B,40.713912,-74.014694,Battery Park City
19,47,16,7501,R0,2,1,220821,377 RECTOR PLACE,MANHATTAN,1000167501,47,D,40.709885,-74.017879,Battery Park City
20,48,16,7504,R0,2,1,91774,300 ALBANY STREET,MANHATTAN,1000167504,24,D,40.709975,-74.016852,Battery Park City
21,49,16,7518,R0,2,1,262021,333 RECTOR PLACE,MANHATTAN,1000167518,37,D,40.709568,-74.017327,Battery Park City
22,50,16,7519,R0,2,1,273018,300 NORTH END AVENUE,MANHATTAN,1000167519,27,D,40.716757,-74.014348,Battery Park City
23,51,16,7520,R0,2,1,425407,200 NORTH END AVENUE,MANHATTAN,1000167520,18,D,40.715981,-74.014721,Battery Park City
24,53,21,6,D5,2,1,303086,71 BROADWAY,MANHATTAN,1000210006,68,C,40.707364,-74.012198,Financial District
25,58,25,27,O4,4,1,239071,40 EXCHANGE PLACE,MANHATTAN,1000250027,82,B,40.705702,-74.010285,Financial District
26,59,27,7501,R0,2,1,263582,55 WALL STREET,MANHATTAN,1000277501,1,D,40.706115,-74.009212,Financial District
27,61,31,1,D6,2,1,487404,10 HANOVER SQUARE,MANHATTAN,1000310001,15,D,40.704466,-74.009022,Financial District
28,63,35,10,O4,4,1,990250,111 WALL STREET,MANHATTAN,1000350010,66,C,40.704438,-74.006703,Financial District
29,65,39,38,H3,4,1,42568,126 WATER STREET,MANHATTAN,1000390038,32,D,40.705581,-74.007128,Financial District
30,67,41,24,O6,4,1,42000,62 WILLIAM STREET,MANHATTAN,1000410024,27,D,40.63109,-74.078489,Stapleton
31,70,47,7501,R0,2,1,1736513,120 BROADWAY,MANHATTAN,1000477501,80,B,40.708356,-74.011012,Financial District
32,72,53,38,H2,4,1,70918,100 GREENWICH STREET,MANHATTAN,1000530038,32,D,40.708298,-74.013729,Financial District
33,73,55,7501,R0,2,1,449355,40 RECTOR STREET,MANHATTAN,1000557501,73,B,40.708572,-74.01473,Financial District
34,90,88,10,O6,4,1,71959,30 VESEY STREET,MANHATTAN,1000880010,91,A,40.712114,-74.009817,Tribeca
35,91,90,7503,R0,2,2,313980,5 BEEKMAN STREET,MANHATTAN,1000907503,1,D,40.711324,-74.006713,Financial District
36,94,96,5,K4,0,12,80000,23 FULTON STREET,MANHATTAN,1000960005,0,F,40.70721,-74.003631,Financial District
37,95,8,39,H3,4,1,46724,32 PEARL STREET,MANHATTAN,1000080039,0,F,40.703204,-74.012238,Financial District
38,97,10,14,O4,4,1,365792,33 WHITEHALL STREET,MANHATTAN,1000100014,60,C,40.703311,-74.012914,Financial District
39,98,10,33,H2,4,1,143731,8 STONE STREET,MANHATTAN,1000100033,42,D,40.70384,-74.012321,Financial District
40,99,11,21,O4,4,1,361710,80 BROAD STREET,MANHATTAN,1000110021,72,B,40.624999,-74.077909,Stapleton
41,102,16,15,D8,2,1,239165,50 BATTERY PLACE,MANHATTAN,1000160015,79,B,40.706645,-74.018077,Battery Park City
42,103,16,20,D8,2,1,230765,70 BATTERY PLACE,MANHATTAN,1000160020,60,C,40.707295,-74.017662,Battery Park City
43,105,16,150,O4,4,1,2084079,250 VESEY STREET,MANHATTAN,1000160150,77,B,40.714436,-74.015804,Battery Park City
44,107,16,185,D8,2,1,283905,211 NORTH END AVENUE,MANHATTAN,1000160185,20,D,40.716366,-74.015507,Battery Park City
45,109,16,221,D8,2,1,244617,450 NORTH END AVENUE,MANHATTAN,1000160221,15,D,40.717079,-74.01364,Battery Park City
46,110,16,225,O6,4,1,502000,1 NORTH END AVENUE,MANHATTAN,1000160225,82,B,40.714643,-74.017076,Battery Park City
47,111,16,7503,R0,2,1,106052,250 SOUTH END AVENUE,MANHATTAN,1000167503,37,D,40.709728,-74.016284,Battery Park City
48,112,16,7505,R0,2,1,257092,380 RECTOR PLACE,MANHATTAN,1000167505,28,D,40.709025,-74.017995,Battery Park City
49,113,16,7507,R0,2,1,129176,300 RECTOR PLACE,MANHATTAN,1000167507,76,B,40.708911,-74.017555,Battery Park City
50,114,16,7508,R0,2,1,590974,200 RECTOR PLACE,MANHATTAN,1000167508,43,D,40.708517,-74.016521,Battery Park City
51,115,16,7509,R0,2,1,237270,21 SOUTH END AVENUE,MANHATTAN,1000167509,20,D,40.708191,-74.017787,Battery Park City
52,116,16,7510,R0,2,1,305973,99 BATTERY PLACE,MANHATTAN,1000167510,42,D,40.707674,-74.016593,Battery Park City
53,117,16,7511,R0,2,1,189273,2 SOUTH END AVENUE,MANHATTAN,1000167511,21,D,40.707941,-74.017415,Battery Park City
54,120,16,7515,R0,2,1,287819,225 RECTOR PLACE,MANHATTAN,1000167515,77,B,40.709296,-74.016123,Battery Park City
55,122,16,7517,R0,2,1,508458,71 BATTERY PLACE,MANHATTAN,1000167517,5,D,40.706961,-74.017258,Battery Park City
56,123,16,7521,R0,2,1,335784,212 WARREN STREET,MANHATTAN,1000167521,75,B,40.717243,-74.015709,Battery Park City
57,129,22,17,O6,4,1,143000,32 BROADWAY,MANHATTAN,1000220017,21,D,40.705912,-74.01302,Financial District
58,134,31,7501,R0,2,1,683289,75 WALL STREET,MANHATTAN,1000317501,31,D,40.705299,-74.007763,Financial District
59,135,35,1,O4,4,1,973587,77 FRONT STREET,MANHATTAN,1000350001,44,D,40.702635,-73.990389,DUMBO
60,136,37,8,H9,4,1,267570,110 WALL STREET,MANHATTAN,1000370008,19,D,40.705061,-74.006358,Financial District
61,137,37,23,O4,4,1,1079361,180 MAIDEN LANE,MANHATTAN,1000370023,78,B,40.705272,-74.005065,Financial District
62,138,42,31,O4,4,1,527605,80 MAIDEN LANE,MANHATTAN,1000420031,89,A,40.707102,-74.007474,Financial District
63,142,51,13,O3,4,1,181725,86 TRINITY PLACE,MANHATTAN,1000510013,100,A,42.895026,-78.878873,Allen
64,143,53,33,D8,2,1,57941,110 GREENWICH STREET,MANHATTAN,1000530033,23,D,40.708672,-74.013428,Financial District
65,146,55,14,D8,2,1,258071,71 WEST STREET,MANHATTAN,1000550014,35,D,40.709104,-74.014785,Financial District
66,147,63,3,O4,4,1,647875,22 CORTLANDT STREET,MANHATTAN,1000630003,47,D,40.710223,-74.01069,Financial District
67,148,63,6,K3,4,1,49109,21 DEY STREET,MANHATTAN,1000630006,1,D,40.710797,-74.010524,Financial District
68,151,67,1,O4,4,1,1073000,59 MAIDEN LANE,MANHATTAN,1000670001,81,B,40.708746,-74.008302,Financial District
69,155,69,18,D8,2,1,627300,2 GOLD STREET,MANHATTAN,1000690018,88,A,40.707538,-74.006853,Financial District
70,161,13,27,O4,4,1,809401,25 BROADWAY,MANHATTAN,1000130027,61,C,40.763143,-73.927564,Astoria
71,162,16,100,D6,2,6,1881621,345 SOUTH END AVENUE,MANHATTAN,1000160100,62,C,40.711027,-74.016222,Battery Park City
72,163,16,210,D8,2,1,357000,399 CHAMBERS STREET,MANHATTAN,1000160210,71,B,40.718143,-74.014695,Battery Park City
73,165,16,7512,R0,2,1,641681,102 NORTH END AVENUE,MANHATTAN,1000167512,4,D,40.714956,-74.015337,Battery Park City
74,168,28,7501,R0,2,1,108373,82 BEAVER STREET,MANHATTAN,1000287501,5,D,40.705331,-74.008325,Financial District
75,170,29,7501,RM,0,3,61238,48 BEAVER STREET,MANHATTAN,1000297501,8,D,40.705023,-74.010642,Financial District
76,173,39,12,O4,4,1,1104184,110 MAIDEN LANE,MANHATTAN,1000390012,51,D,40.706421,-74.006773,Financial District
77,174,39,7501,R0,2,1,117641,164 PEARL STREET,MANHATTAN,1000397501,2,D,40.70591,-74.007473,Financial District
78,175,40,14,O4,4,1,281755,48 WALL STREET,MANHATTAN,1000400014,75,B,40.706352,-74.009213,Financial District
79,178,42,36,O5,4,1,33529,90 MAIDEN LANE,MANHATTAN,1000420036,85,A,40.707035,-74.007365,Financial District
80,182,64,7502,R0,2,1,167280,170 BROADWAY,MANHATTAN,1000647502,63,C,40.709879,-73.962869,Williamsburg
81,187,68,7,O6,4,1,155450,83 MAIDEN LANE,MANHATTAN,1000680007,46,D,40.707441,-74.007483,Financial District
82,188,68,11,O6,4,1,155026,75 MAIDEN LANE,MANHATTAN,1000680011,71,B,40.707796,-74.007738,Financial District
83,191,72,7,H2,4,1,139891,151 MAIDEN LANE,MANHATTAN,1000720007,0,F,40.705748,-74.005177,Financial District
84,195,72,31,O2,4,1,43818,80 SOUTH STREET,MANHATTAN,1000720031,0,F,42.864899,-78.863515,First Ward
85,201,89,1,O6,4,1,100000,99 NASSAU STREET,MANHATTAN,1000890001,80,B,40.710525,-74.007566,Financial District
86,202,91,7502,R0,2,1,221213,111 FULTON STREET,MANHATTAN,1000917502,11,D,40.709674,-74.006458,Financial District
87,203,93,34,D9,2,1,79079,57 BEEKMAN STREET,MANHATTAN,1000930034,100,A,40.709817,-74.005131,Financial District
88,205,88,2,O7,4,1,30000,14 VESEY STREET,MANHATTAN,1000880002,72,B,40.711943,-74.009144,Tribeca
89,206,88,5,O6,4,1,80298,20 VESEY STREET,MANHATTAN,1000880005,71,B,40.711973,-74.009587,Tribeca
90,207,92,24,O3,4,2,109173,116 NASSAU STREET,MANHATTAN,1000920024,86,A,40.710729,-74.00707,Financial District
91,208,92,32,O5,4,1,25039,19 BEEKMAN STREET,MANHATTAN,1000920032,58,C,40.710875,-74.006217,Financial District
92,210,107,38,HB,4,1,39747,29 PECK SLIP,MANHATTAN,1001070038,11,D,40.70807,-74.001529,Financial District
93,213,100,7501,R0,2,1,194294,150 NASSAU STREET,MANHATTAN,1001007501,1,D,40.711362,-74.005944,Financial District
94,215,106,7504,R0,2,1,40203,264 WATER STREET,MANHATTAN,1001067504,14,D,40.708572,-74.001484,Financial District
95,218,132,7501,R0,2,2,274175,275 GREENWICH STREET,MANHATTAN,1001327501,9,D,40.715398,-74.011032,Tribeca
96,221,113,100,W1,0,1,305000,411 PEARL STREET,MANHATTAN,1001130100,27,D,40.71147,-74.001169,Two Bridges
97,222,113,7501,R0,2,1,822318,375 PEARL STREET,MANHATTAN,1001137501,63,C,40.710827,-74.00093,Two Bridges
98,224,79,7503,R0,2,1,73121,71 NASSAU STREET,MANHATTAN,1000797503,1,D,error,error,error
99,226,117,1,D4,2,3,515425,185 PARK ROW,MANHATTAN,1001170001,55,C,40.712472,-73.999872,Civic Center
100,228,135,7501,R0,2,1,122000,261 BROADWAY,MANHATTAN,1001357501,74,B,40.713865,-74.006759,Tribeca
101,229,137,5,D4,2,1,70000,80 WARREN STREET,MANHATTAN,1001370005,61,C,40.715454,-74.01011,Tribeca
102,231,140,7505,R0,2,1,92418,157 CHAMBERS STREET,MANHATTAN,1001407505,1,D,40.716084,-74.010231,Tribeca
103,232,142,50,W5,0,1,780000,66 HARRISON STREET,MANHATTAN,1001420050,0,F,40.719005,-74.011697,Tribeca
104,235,90,17,D7,2,1,182499,113 NASSAU STREET,MANHATTAN,1000900017,13,D,40.71086,-74.007367,Financial District
105,236,90,7501,R0,2,1,420470,15 PARK ROW,MANHATTAN,1000907501,39,D,40.711336,-74.007904,Financial District
106,238,92,14,H2,4,1,56790,49 ANN STREET,MANHATTAN,1000920014,26,D,40.638223,-74.130833,Port Richmond
107,239,92,7501,R0,2,1,167396,33 BEEKMAN STREET,MANHATTAN,1000927501,72,B,40.710531,-74.005945,Financial District
108,240,94,25,O3,0,1,655775,100 GOLD STREET,MANHATTAN,1000940025,72,B,40.701917,-73.983021,Vinegar Hill
109,244,145,12,H2,4,1,53039,125 CHAMBERS STREET,MANHATTAN,1001450012,1,D,40.715465,-74.008865,Tribeca
110,245,148,15,O6,4,1,702815,40 WORTH STREET,MANHATTAN,1001480015,81,B,40.717305,-74.006998,Tribeca
111,249,100,1,I1,4,1,301941,52 BEEKMAN STREET,MANHATTAN,1001000001,23,D,40.628608,-74.139575,Port Richmond
112,250,101,1,D4,2,1,111685,36 PARK ROW,MANHATTAN,1001010001,28,D,40.711667,-74.006577,Financial District
113,251,149,7501,R0,2,1,87136,77 READE STREET,MANHATTAN,1001497501,46,D,40.715139,-74.007154,Tribeca
114,252,16,1,K2,0,1,28732,22 BATTERY PLACE,MANHATTAN,1000160001,0,F,40.70448,-74.01749,Battery Park City
115,255,154,23,O3,0,1,71732,22 READE STREET,MANHATTAN,1001540023,71,B,40.714325,-74.004629,Civic Center
116,257,111,160,W1,0,3,111673,80 CATHERINE STREET,MANHATTAN,1001110160,54,D,40.710464,-73.996979,Two Bridges
117,259,16,205,D8,2,1,239185,455 NORTH END AVENUE,MANHATTAN,1000160205,23,D,40.717458,-74.014407,Battery Park City
118,263,16,7502,R0,2,1,150855,320 ALBANY STREET,MANHATTAN,1000167502,95,A,40.7101,-74.017097,Battery Park City
119,264,175,7504,R0,2,1,107222,90 FRANKLIN STREET,MANHATTAN,1001757504,83,B,40.727582,-73.957073,Greenpoint
120,265,16,7506,R0,2,1,106631,280 RECTOR PLACE,MANHATTAN,1000167506,40,D,40.708855,-74.016659,Battery Park City
121,270,22,24,O4,4,1,300676,50 BROADWAY,MANHATTAN,1000220024,73,B,40.753939,-73.909697,Woodside
122,274,188,7502,R0,2,1,94723,387 GREENWICH STREET,MANHATTAN,1001887502,2,D,40.720351,-74.009936,Tribeca
123,276,128,26,O6,4,1,258000,125 BARCLAY STREET,MANHATTAN,1001280026,69,C,40.714348,-74.013015,Tribeca
124,278,190,7503,R0,2,1,108300,31 NORTH MOORE STREET,MANHATTAN,1001907503,64,C,40.719977,-74.007839,Tribeca
125,279,170,7501,R0,2,1,414363,108 LEONARD STREET,MANHATTAN,1001707501,100,A,42.94041,-78.803964,Kensington
126,281,172,7501,R0,2,1,137500,374 BROADWAY,MANHATTAN,1001727501,20,D,40.631891,-74.116813,West Brighton
127,284,173,7501,R0,2,1,152495,66 LEONARD STREET,MANHATTAN,1001737501,16,D,40.717409,-74.005416,Tribeca
128,285,173,7504,R0,2,1,166215,93 WORTH STREET,MANHATTAN,1001737504,21,D,40.716538,-74.004829,Tribeca
129,290,195,30,K4,4,1,38890,80 WHITE STREET,MANHATTAN,1001950030,96,A,40.717703,-74.002195,Chinatown
130,293,42,1,D6,2,1,290116,100 MAIDEN LANE,MANHATTAN,1000420001,21,D,40.706846,-74.007097,Financial District
131,294,140,5,D6,2,1,144568,121 READE STREET,MANHATTAN,1001400005,60,C,40.716208,-74.009488,Tribeca
132,299,202,23,H9,4,2,148852,50 BOWERY,MANHATTAN,1002020023,1,D,40.715821,-73.996553,Chinatown
133,305,187,16,H1,4,1,75533,377 GREENWICH STREET,MANHATTAN,1001870016,48,D,40.719878,-74.010019,Tribeca
134,306,187,7501,R0,2,1,63450,375 GREENWICH STREET,MANHATTAN,1001877501,6,D,40.719611,-74.010072,Tribeca
135,307,188,7504,R0,2,1,29500,61 NORTH MOORE STREET,MANHATTAN,1001887504,0,F,40.720214,-74.00935,Tribeca
136,308,217,7504,R0,2,1,114622,71 LAIGHT STREET,MANHATTAN,1002177504,3,D,40.722058,-74.010102,Tribeca
137,310,189,30,D4,2,1,60600,20 NORTH MOORE STREET,MANHATTAN,1001890030,80,B,40.719733,-74.007379,Tribeca
138,312,223,7502,R0,2,1,225029,70 VESTRY STREET,MANHATTAN,1002237502,18,D,40.723011,-74.010942,Tribeca
139,314,145,7501,R0,2,1,55404,105 CHAMBERS STREET,MANHATTAN,1001457501,0,F,40.715082,-74.008037,Tribeca
140,318,231,35,O5,4,1,60000,451 BROADWAY,MANHATTAN,1002310035,26,D,42.888862,-78.856949,Ellicott
141,320,68,7502,R0,2,1,126430,90 WILLIAM STREET,MANHATTAN,1000687502,5,D,40.708216,-74.007667,Financial District
142,322,233,30,O5,4,1,53200,22 HOWARD STREET,MANHATTAN,1002330030,84,B,40.719443,-74.000193,SoHo
143,323,150,38,O6,4,1,128940,291 BROADWAY,MANHATTAN,1001500038,69,C,40.708653,-73.958223,Williamsburg
144,325,150,7504,R0,2,1,34012,108 DUANE STREET,MANHATTAN,1001507504,96,A,40.715558,-74.006363,Tribeca
145,326,236,7502,R0,2,1,33671,145 MULBERRY STREET,MANHATTAN,1002367502,1,D,40.71893,-73.997649,Little Italy
146,327,194,42,O4,4,1,230139,60 WALKER STREET,MANHATTAN,1001940042,71,B,40.718859,-74.002841,Tribeca
147,329,195,6,O5,4,1,25340,394 BROADWAY,MANHATTAN,1001950006,83,B,40.718412,-74.002535,Chinatown
148,330,151,1,D6,2,1,434418,105 DUANE STREET,MANHATTAN,1001510001,23,D,40.71576,-74.006018,Tribeca
149,331,239,20,H9,4,1,48911,116 BOWERY,MANHATTAN,1002390020,53,D,40.718252,-73.995092,Chinatown
150,332,196,9,H3,4,1,31214,416 BROADWAY,MANHATTAN,1001960009,1,D,40.719152,-74.001892,Chinatown
151,333,196,13,O2,4,1,26000,268 CANAL STREET,MANHATTAN,1001960013,3,D,40.718765,-74.001283,Chinatown
152,338,245,7,W1,0,1,91460,327 CHERRY STREET,MANHATTAN,1002450007,95,A,40.711498,-73.98585,Lower East Side
153,340,198,30,O6,4,1,28222,224 CANAL STREET,MANHATTAN,1001980030,82,B,40.71752,-73.99955,Chinatown
154,342,248,15,D9,2,2,260000,82 RUTGERS SLIP,MANHATTAN,1002480015,56,C,40.710435,-73.99034,Lower East Side
155,343,248,70,D9,2,1,83904,80 RUTGERS SLIP,MANHATTAN,1002480070,21,D,40.710773,-73.990057,Lower East Side
156,344,74,7501,R0,2,1,995083,199 WATER STREET,MANHATTAN,1000747501,77,B,40.706549,-74.004535,Financial District
157,346,76,7502,R0,2,1,472059,99 JOHN STREET,MANHATTAN,1000767502,16,D,40.70828,-74.005868,Financial District
158,353,202,7501,R0,2,1,235963,50 BAYARD STREET,MANHATTAN,1002027501,100,A,40.545485,-74.166928,Arden Heights
159,354,204,1,O5,4,1,42000,94 MOTT STREET,MANHATTAN,1002040001,89,A,40.717132,-73.997448,Chinatown
160,356,204,7501,R0,2,1,104865,158 HESTER STREET,MANHATTAN,1002047501,29,D,40.717689,-73.996863,Chinatown
161,357,163,6,K4,4,1,26719,20 PELL STREET,MANHATTAN,1001630006,0,F,40.714878,-73.998098,Chinatown
162,360,92,7502,R0,2,1,177433,161 WILLIAM,MANHATTAN,1000927502,0,F,40.710229,-74.006209,Financial District
163,362,205,7501,R0,2,1,33015,103 MOTT STREET,MANHATTAN,1002057501,1,D,40.717364,-73.997634,Little Italy
164,364,208,7501,R0,2,1,75528,129 LAFAYETTE STREET,MANHATTAN,1002087501,40,D,40.718953,-73.999871,SoHo
165,370,171,7503,R0,2,1,141014,101 LEONARD STREET,MANHATTAN,1001717503,6,D,40.716809,-74.003691,Civic Center
166,371,211,7502,RM,0,1,12098,283 WEST BROADWAY,MANHATTAN,1002117502,0,F,40.720753,-74.004699,Tribeca
167,375,214,7502,R0,2,1,136472,145 HUDSON STREET,MANHATTAN,1002147502,14,D,40.721062,-74.008575,Tribeca
168,376,284,7504,R0,2,1,34618,183 EAST BROADWAY,MANHATTAN,1002847504,39,D,40.713992,-73.989086,Lower East Side
169,377,215,7502,R0,2,1,58015,161 HUDSON STREET,MANHATTAN,1002157502,56,C,40.72182,-74.008443,Tribeca
170,378,218,2,D4,0,1,28016,74 LAIGHT STREET,MANHATTAN,1002180002,99,A,40.722278,-74.010371,Tribeca
171,379,218,7501,R0,2,1,194486,92 LAIGHT STREET,MANHATTAN,1002187501,65,C,40.722374,-74.01131,Tribeca
172,380,175,7506,R0,2,1,131817,5 FRANKLIN PLACE,MANHATTAN,1001757506,51,D,40.717845,-74.003691,Tribeca
173,381,219,7501,R0,2,1,103279,429 GREENWICH STREET,MANHATTAN,1002197501,63,C,40.722443,-74.009578,Tribeca
174,383,220,31,O5,4,1,51750,174 HUDSON STREET,MANHATTAN,1002200031,74,B,40.72251,-74.007965,Tribeca
175,384,177,27,S4,0,1,25947,105 FRANKLIN STREET,MANHATTAN,1001770027,0,F,40.718412,-74.00582,Tribeca
176,385,222,7502,R0,2,1,88496,195 HUDSON STREET,MANHATTAN,1002227502,51,D,40.723059,-74.008221,Tribeca
177,386,179,56,D4,2,1,73954,100 HUDSON STREET,MANHATTAN,1001790056,77,B,40.719151,-74.008536,Tribeca
178,387,179,66,E1,4,1,56384,139 FRANKLIN STREET,MANHATTAN,1001790066,59,C,40.719055,-74.00729,Tribeca
179,392,140,7502,R0,2,1,82151,311 GREENWICH STREET,MANHATTAN,1001407502,15,D,40.716639,-74.010706,Tribeca
180,398,237,7501,R0,2,1,60508,132 MULBERRY STREET,MANHATTAN,1002377501,14,D,40.718465,-73.997633,Little Italy
181,401,341,1,D6,2,1,265181,460 GRAND STREET,MANHATTAN,1003410001,14,D,40.715467,-73.984401,Lower East Side
182,402,247,1,D6,0,2,657592,265 CHERRY STREET,MANHATTAN,1002470001,66,C,40.710887,-73.989272,Lower East Side
183,407,259,44,W1,0,1,53815,196 MONROE STREET,MANHATTAN,1002590044,95,A,40.685227,-73.951532,Bedford-Stuyvesant
184,409,345,48,D3,2,1,170100,115 PITT STREET,MANHATTAN,1003450048,90,A,40.719863,-73.981879,Lower East Side
185,410,345,58,D9,2,1,98000,133 PITT STREET,MANHATTAN,1003450058,68,C,40.720498,-73.981644,Lower East Side
186,413,353,52,D6,2,1,35000,108 NORFOLK STREET,MANHATTAN,1003530052,85,A,40.718976,-73.986934,Lower East Side
187,415,354,80,W1,0,1,182081,139 STANTON STREET,MANHATTAN,1003540080,87,A,42.887327,-78.845687,Johnson
188,416,196,22,O6,4,1,36894,92 WALKER STREET,MANHATTAN,1001960022,15,D,40.718078,-74.001128,Chinatown
189,418,355,54,D6,2,1,92697,255 EAST HOUSTON STREET,MANHATTAN,1003550054,100,A,40.721553,-73.985209,Lower East Side
190,419,356,1,D3,2,18,1658649,10 AVENUE D,MANHATTAN,1003560001,0,F,40.720136,-73.97819,East Village
191,421,282,23,H3,4,1,44491,95 HENRY STREET,MANHATTAN,1002820023,1,D,40.713252,-73.992898,Chinatown
192,422,162,7501,R0,2,1,47122,7 CHATHAM SQUARE,MANHATTAN,1001627501,44,D,40.71389,-73.99813,Chinatown
193,423,93,7501,R0,2,1,225368,156 WILLIAM STREET,MANHATTAN,1000937501,56,C,40.710019,-74.005873,Financial District
194,424,375,45,C9,2,1,39260,721 EAST 5 STREET,MANHATTAN,1003750045,0,F,40.634496,-73.973639,Kensington
195,425,94,1,D4,2,10,2163399,80 GOLD STREET,MANHATTAN,1000940001,73,B,40.709767,-74.004436,Financial District
196,426,95,7501,R0,2,1,43070,117 BEEKMAN STREET,MANHATTAN,1000957501,46,D,40.707773,-74.003298,Financial District
197,428,203,2,O5,0,2,30000,159 CANAL STREET,MANHATTAN,1002030002,66,C,40.716536,-73.99651,Chinatown
198,430,203,21,O5,4,1,28866,80 BOWERY,MANHATTAN,1002030021,65,C,40.716918,-73.995873,Chinatown
199,432,106,9,W1,0,1,112362,1 PECK SLIP,MANHATTAN,1001060009,31,D,40.708654,-74.002126,Financial District
200,433,106,17,H3,4,1,27356,320 PEARL STREET,MANHATTAN,1001060017,57,C,40.708952,-74.002098,Financial District
201,435,385,14,D1,2,1,49923,222 EAST 3 STREET,MANHATTAN,1003850014,54,D,40.722302,-73.982379,East Village
202,437,207,17,O6,4,1,40500,118 BAXTER STREET,MANHATTAN,1002070017,61,C,40.717944,-73.99918,Little Italy
203,440,125,20,O4,4,1,932587,50 PARK PLACE,MANHATTAN,1001250020,78,B,42.898281,-78.87621,Allen
204,443,127,1,W5,0,1,331000,245 GREENWICH STREET,MANHATTAN,1001270001,0,F,40.713722,-74.011239,Tribeca
205,444,209,34,O5,4,1,29956,273 CANAL STREET,MANHATTAN,1002090034,53,D,40.719129,-74.001242,SoHo
206,445,170,20,D6,2,1,419639,111 WORTH STREET,MANHATTAN,1001700020,55,C,40.715956,-74.003566,Civic Center
207,453,212,7505,R0,2,1,113714,11 BEACH STREET,MANHATTAN,1002127505,65,C,40.907548,-73.850455,West Mount Vernon
208,456,395,12,D4,2,1,100860,620 EAST 13 STREET,MANHATTAN,1003950012,13,D,40.728196,-73.977771,East Village
209,457,215,7504,R0,2,1,177414,415 GREENWICH STREET,MANHATTAN,1002157504,4,D,40.721917,-74.009688,Tribeca
210,458,141,7504,R0,2,1,109200,166 DUANE STREET,MANHATTAN,1001417504,1,D,40.716914,-74.009337,Tribeca
211,462,397,29,D1,2,1,33336,195 EAST 2 STREET,MANHATTAN,1003970029,100,A,40.722095,-73.98389,East Village
212,467,143,21,D4,2,1,55800,335 GREENWICH STREET,MANHATTAN,1001430021,18,D,40.717945,-74.010358,Tribeca
213,470,149,7502,R0,2,1,146093,281 BROADWAY,MANHATTAN,1001497502,18,D,40.708783,-73.958575,Williamsburg
214,473,155,3,O6,4,1,103158,52 DUANE STREET,MANHATTAN,1001550003,64,C,40.714321,-74.0039,Civic Center
215,477,164,26,C7,2,1,25480,47 MOTT STREET,MANHATTAN,1001640026,0,F,40.715353,-73.998776,Chinatown
216,480,190,7505,R0,2,1,130094,25 NORTH MOORE STREET,MANHATTAN,1001907505,44,D,40.719911,-74.007153,Tribeca
217,482,191,1,HB,4,1,133895,2 AVENUE OF THE AMERICAS,MANHATTAN,1001910001,38,D,40.719236,-74.004889,Tribeca
218,486,420,68,D6,2,1,32700,167 ELDRIDGE STREET,MANHATTAN,1004200068,7,D,40.720059,-73.991118,Lower East Side
