,Unnamed: 0,Block,Lot,Building_Class,Tax_Class,Building_Count,DOF_Gross_Square_Footage,Address,BoroughName,BBL,ENERGY STAR Score,LetterScore,latitude,longitude,NTA
5728,7714,2136,111,D1,2,1,74064,894 RIVERSIDE DRIVE,MANHATTAN,1021360111,83,B,40.837492,-73.945539,Washington Heights
5729,7715,2136,124,D4,2,1,52950,664 WEST 161 STREET,MANHATTAN,1021360124,63,C,40.837917,-73.944912,Washington Heights
5730,7716,2136,180,D1,2,1,53034,656 WEST 162 STREET,MANHATTAN,1021360180,35,D,40.838065,-73.944087,Washington Heights
5731,7717,2136,190,D1,2,1,60414,91 FT WASHINGTON AVENUE,MANHATTAN,1021360190,65,C,40.838622,-73.944346,Washington Heights
5732,7718,2136,225,D1,2,1,59274,652 WEST 163 STREET,MANHATTAN,1021360225,51,D,40.86818,-73.891359,Fordham
5733,7719,3304,180,C1,2,1,56265,219 MIRIAM STREET,BRONX,2033040180,53,D,40.868122,-73.891695,Fordham
5734,7720,3304,185,C7,2,1,54200,220 MIRIAM STREET,BRONX,2033040185,50,D,40.837029,-73.943041,Washington Heights
5735,7721,2137,26,D7,2,1,46680,3875 BROADWAY,MANHATTAN,1021370026,4,D,40.837413,-73.942895,Washington Heights
5736,7722,2137,32,D7,2,1,46812,601 WEST 162 STREET,MANHATTAN,1021370032,9,D,40.845475,-73.900885,Mount Hope
5737,7723,2900,39,E1,4,1,35641,4109 PARK AVENUE,BRONX,2029000039,93,A,40.837237,-73.944065,Washington Heights
5738,7725,2903,23,W1,0,1,150840,1537 WASHINGTON AVENUE,BRONX,2029030023,94,A,40.8368,-73.944241,Washington Heights
5739,7726,2137,58,D7,2,1,64074,46 FT WASHINGTON AVENUE,MANHATTAN,1021370058,99,A,40.836536,-73.944347,Washington Heights
5740,7729,2904,1,E1,4,1,40785,3850 PARK AVENUE,BRONX,2029040001,50,D,40.840232,-73.940761,Washington Heights
5741,7730,2138,30,I1,4,1,152765,3975 BROADWAY,MANHATTAN,1021380030,74,B,40.841246,-73.942404,Washington Heights
5742,7731,2138,40,I1,4,6,3693539,180 FT WASHINGTON AVENUE,MANHATTAN,1021380040,74,B,40.841551,-73.940545,Washington Heights
5743,7732,2138,95,I1,4,1,93600,617 WEST 168 STREET,MANHATTAN,1021380095,76,B,40.871762,-73.886496,Norwood
5744,7733,3306,42,D1,2,1,40509,2965 VALENTINE AVENUE,BRONX,2033060042,51,D,40.872417,-73.885417,Norwood
5745,7734,3307,1,D4,2,1,55800,3000 VALENTINE AVENUE,BRONX,2033070001,27,D,40.872659,-73.885314,Norwood
5746,7735,3307,7,D1,2,1,36216,3010 VALENTINE AVENUE,BRONX,2033070007,19,D,40.841389,-73.939845,Washington Heights
5747,7736,2138,108,D7,2,1,65448,4005 BROADWAY,MANHATTAN,1021380108,1,D,40.842679,-73.940191,Washington Heights
5748,7737,2138,155,D1,2,1,61848,620 WEST 170 STREET,MANHATTAN,1021380155,88,A,40.84218,-73.940247,Washington Heights
5749,7738,2138,171,C1,2,1,38050,621 WEST 169 STREET,MANHATTAN,1021380171,87,A,40.798923,-73.96785,Upper West Side
5750,7739,1875,7501,R0,2,1,135625,2700 BROADWAY,MANHATTAN,1018757501,71,B,40.799989,-73.968424,Upper West Side
5751,7740,1876,7,D4,2,1,145625,2721 BROADWAY,MANHATTAN,1018760007,67,C,40.673909,-73.70823,Central Valley Stream
5752,7741,2139,51,I1,4,1,230565,1 HAVEN AVENUE,MANHATTAN,1021390051,0,F,40.843391,-73.901288,Claremont
5753,7742,2907,2,C1,2,1,25290,445 EAST 174 STREET,BRONX,2029070002,10,D,40.87289,-73.885971,Norwood
5754,7743,3307,81,D1,2,1,30636,222 EAST 202 STREET,BRONX,2033070081,62,C,40.872722,-73.885573,Norwood
5755,7744,3307,84,D1,2,1,44916,3013 VALENTINE AVENUE,BRONX,2033070084,37,D,40.873773,-73.886536,Norwood
5756,7745,3308,1,C1,2,1,54241,3034 GRAND CONCOURSE,BRONX,2033080001,60,C,40.844227,-73.9412,Washington Heights
5757,7747,1876,58,D7,2,1,28170,2733 BROADWAY,MANHATTAN,1018760058,1,D,40.873221,-73.885868,Norwood
5758,7748,3308,30,C1,2,1,36200,225 EAST 202 STREET,BRONX,2033080030,100,A,40.844515,-73.941049,Washington Heights
5759,7749,2139,204,D1,2,1,30648,275 FT WASHINGTON AVENUE,MANHATTAN,1021390204,32,D,40.845062,-73.941418,Washington Heights
5760,7750,2139,340,D1,2,1,44156,715 WEST 172 STREET,MANHATTAN,1021390340,90,A,40.844877,-73.940886,Washington Heights
5761,7751,2139,343,C7,2,1,37170,285 FT WASHINGTON AVENUE,MANHATTAN,1021390343,74,B,40.799555,-73.967142,Upper West Side
5762,7752,1876,7501,R0,2,1,33324,209 WEST 104 STREET,MANHATTAN,1018767501,82,B,40.844869,-73.941494,Washington Heights
5763,7753,2139,345,C7,2,1,32185,700 WEST 172 STREET,MANHATTAN,1021390345,77,B,40.79571,-73.934226,East Harlem
5764,7754,1710,12,N2,4,1,51003,421 EAST 116 STREET,MANHATTAN,1017100012,62,C,40.847981,-73.941244,Washington Heights
5765,7755,2139,508,C1,2,1,35200,830 WEST 177 STREET,MANHATTAN,1021390508,74,B,40.801082,-73.968197,Upper West Side
5766,7756,1877,63,HR,4,1,41800,2749 BROADWAY,MANHATTAN,1018770063,52,D,40.801459,-73.967582,Upper West Side
5767,7758,1878,25,D3,2,1,108052,203 WEST 106 STREET,MANHATTAN,1018780025,97,A,40.843564,-73.941342,Washington Heights
5768,7759,2142,1,D1,2,1,51600,250 FT WASHINGTON AVENUE,MANHATTAN,1021420001,78,B,40.843629,-73.940621,Washington Heights
5769,7760,2142,38,C1,2,1,34386,656 WEST 171 STREET,MANHATTAN,1021420038,85,A,40.843815,-73.941138,Washington Heights
5770,7761,2142,45,D1,2,1,54220,260 FT WASHINGTON AVENUE,MANHATTAN,1021420045,26,D,40.801268,-73.965829,Upper West Side
5771,7762,1878,37,D1,2,1,53250,210 WEST 107 STREET,MANHATTAN,1018780037,100,A,40.801429,-73.966227,Upper West Side
5772,7763,1878,42,D1,2,1,50820,220 WEST 107 STREET,MANHATTAN,1018780042,0,F,40.844958,-73.940271,Washington Heights
5773,7764,2142,120,D7,2,1,68240,300 FT WASHINGTON AVENUE,MANHATTAN,1021420120,65,C,40.844913,-73.939006,Washington Heights
5774,7766,2142,133,M1,4,1,35175,4109 BROADWAY,MANHATTAN,1021420133,0,F,40.846656,-73.939591,Washington Heights
5775,7767,2142,168,C1,2,1,41670,344 FT WASHINGTON AVENUE,MANHATTAN,1021420168,47,D,40.801555,-73.96681,Upper West Side
5776,7770,2142,175,D7,2,1,41670,350 FT WASHINGTON AVENUE,MANHATTAN,1021420175,37,D,40.846881,-73.939174,Washington Heights
5777,7771,2142,211,C1,2,1,34490,712 WEST 176 STREET,MANHATTAN,1021420211,76,B,40.844963,-73.937141,Washington Heights
5778,7772,2143,56,D7,2,1,59442,1281 ST NICHOLAS AVENUE,MANHATTAN,1021430056,36,D,40.846134,-73.937315,Washington Heights
5779,7773,2144,3,I9,4,1,32500,45 WADSWORTH AVENUE,MANHATTAN,1021440003,76,B,40.84646,-73.937186,Washington Heights
5780,7775,2917,40,W3,0,1,13362,497 EAST 175 STREET,BRONX,2029170040,52,D,40.877139,-73.885869,Norwood
5781,7776,3311,51,D7,2,1,41800,3205 GRAND CONCOURSE,BRONX,2033110051,100,A,40.847654,-73.936213,Washington Heights
5782,7777,2144,33,D7,2,1,46482,612 WEST 178 STREET,MANHATTAN,1021440033,77,B,40.847155,-73.935535,Washington Heights
5783,7778,2144,42,D7,2,1,44818,1351 ST NICHOLAS AVENUE,MANHATTAN,1021440042,1,D,40.875706,-73.883938,Norwood
5784,7779,3312,19,D9,2,1,76890,190 EAST 206 STREET,BRONX,2033120019,85,A,40.802419,-73.964672,Upper West Side
5785,7781,2924,38,D7,2,1,41824,4171 3 AVENUE,BRONX,2029240038,0,F,40.848498,-73.929762,Washington Heights
5786,7782,2149,7,D1,2,1,54378,20 LAUREL HILL TERRACE,MANHATTAN,1021490007,86,A,40.848783,-73.929432,Washington Heights
5787,7783,2149,56,D1,2,1,42864,24 LAUREL HILL TERRACE,MANHATTAN,1021490056,30,D,40.834354,-73.902349,Claremont
5788,7784,2925,50,D9,2,1,53664,1385 FULTON AVENUE,BRONX,2029250050,43,D,40.85148,-73.927505,Washington Heights
5789,7785,2149,101,D1,2,1,59449,480 WEST 187 STREET,MANHATTAN,1021490101,69,C,40.850865,-73.927635,Washington Heights
5790,7786,2149,104,D1,2,1,61246,475 WEST 186 STREET,MANHATTAN,1021490104,98,A,40.851971,-73.927844,Washington Heights
5791,7787,2149,108,D1,2,1,50700,2561 AMSTERDAM AVENUE,MANHATTAN,1021490108,100,A,40.802883,-73.964158,Upper West Side
5792,7788,1881,35,D7,2,1,31644,1012 AMSTERDAM AVENUE,MANHATTAN,1018810035,1,D,40.835716,-73.902728,Claremont
5793,7789,2926,8,C7,2,1,32258,530 ST PAULS PLACE,BRONX,2029260008,51,D,40.875005,-73.883566,Norwood
5794,7790,3312,80,D1,2,1,27163,170 EAST MOSHOLU PARKWAY S,BRONX,2033120080,42,D,40.857309,-73.92749,Washington Heights
5795,7791,2149,270,C1,2,1,35135,133 FT GEORGE AVENUE,MANHATTAN,1021490270,47,D,40.803445,-73.948314,Central Harlem
5796,7792,1717,2,D4,2,1,27709,162 LENOX AVENUE,MANHATTAN,1017170002,10,D,40.803367,-73.964387,Morningside Heights
5797,7793,1882,24,D3,2,1,83519,509 CATHEDRAL PARKWAY,MANHATTAN,1018820024,100,A,40.876126,-73.88439,Norwood
5798,7794,3313,1,D1,2,1,74440,185 EAST 206 STREET,BRONX,2033130001,62,C,40.87634,-73.885387,Norwood
5799,7795,3313,69,D4,2,1,80811,3184 GRAND CONCOURSE,BRONX,2033130069,75,B,40.803455,-73.963744,Morningside Heights
5800,7796,1882,36,D4,2,1,55868,1028 AMSTERDAM AVENUE,MANHATTAN,1018820036,17,D,40.803813,-73.964064,Morningside Heights
5801,7797,1882,38,D4,2,1,47234,504 WEST 111 STREET,MANHATTAN,1018820038,68,C,40.804239,-73.96615,Morningside Heights
5802,7799,3315,32,C1,2,1,44000,2760 CRESTON AVENUE,BRONX,2033150032,83,B,40.804014,-73.964056,Morningside Heights
5803,7801,2927,50,C7,2,1,41474,1485 FULTON AVENUE,BRONX,2029270050,62,C,40.848186,-73.93292,Washington Heights
5804,7802,2153,80,C7,2,1,38265,300 AUDUBON AVENUE,MANHATTAN,1021530080,21,D,40.804497,-73.963746,Morningside Heights
5805,7803,1883,40,D1,2,1,32508,508 WEST 112 STREET,MANHATTAN,1018830040,76,B,40.868259,-73.895078,Fordham
5806,7804,3316,26,C1,2,1,32625,2718 MORRIS AVENUE,BRONX,2033160026,67,C,40.868584,-73.894847,Fordham
5807,7805,3316,30,D1,2,1,40372,50 EAST 196 STREET,BRONX,2033160030,29,D,40.839036,-73.900221,Claremont
5808,7807,3317,1,C7,2,1,52500,2671 MORRIS AVENUE,BRONX,2033170001,50,D,40.804962,-73.964331,Morningside Heights
5809,7808,1884,15,D3,2,1,54567,523 WEST 112 STREET,MANHATTAN,1018840015,90,A,40.804856,-73.964081,Morningside Heights
5810,7809,1884,18,D3,2,1,47731,521 WEST 112 STREET,MANHATTAN,1018840018,85,A,40.867549,-73.896067,Fordham
5811,7810,3317,53,C1,2,1,44000,2683 MORRIS AVENUE,BRONX,2033170053,100,A,40.840815,-73.899096,Claremont
5812,7811,2929,7501,R0,2,1,292853,3972 3 AVENUE,BRONX,2029297501,76,B,40.804752,-73.963873,Morningside Heights
5813,7813,2930,1,W1,0,1,89873,3976 3 AVENUE,BRONX,2029300001,40,D,40.869169,-73.89539,Fordham
5814,7815,2156,22,D7,2,1,36108,2502 AMSTERDAM AVENUE,MANHATTAN,1021560022,43,D,40.869587,-73.894338,Fordham
5815,7816,3318,52,D1,2,1,59077,2775 MORRIS AVENUE,BRONX,2033180052,41,D,40.842565,-73.897484,Claremont
5816,7817,2930,70,C1,2,1,37574,1735 FULTON AVENUE,BRONX,2029300070,79,B,40.869265,-73.894637,Fordham
5817,7818,3318,7502,R0,2,1,86618,2763 MORRIS AVENUE,BRONX,2033187502,99,A,40.870549,-73.891153,Fordham
5818,7819,3319,1,C7,2,1,45548,2855 GRAND CONCOURSE,BRONX,2033190001,70,B,40.805906,-73.964404,Morningside Heights
5819,7820,1885,7,D1,2,1,42265,549 WEST 113 STREET,MANHATTAN,1018850007,68,C,40.870656,-73.890912,Fordham
5820,7821,3319,16,C7,2,1,31500,2869 GRAND CONCOURSE,BRONX,2033190016,30,D,40.871597,-73.889245,Fordham
5821,7822,3319,93,C1,2,1,55623,2917 GRAND CONCOURSE,BRONX,2033190093,69,C,40.871453,-73.889518,Fordham
5822,7823,3319,98,C1,2,1,43325,2905 GRAND CONCOURSE,BRONX,2033190098,49,D,40.834691,-73.90081,Morrisania
5823,7824,2932,4,D1,2,1,78300,595 EAST 170 STREET,BRONX,2029320004,57,C,40.851505,-73.930646,Washington Heights
5824,7825,2157,50,C1,0,3,58295,404 AUDUBON AVENUE,MANHATTAN,1021570050,98,A,40.851333,-73.930628,Washington Heights
5825,7826,2157,56,C7,2,1,26268,400 AUDUBON AVENUE,MANHATTAN,1021570056,46,D,40.834615,-73.901507,Morrisania
5826,7827,2932,15,D6,2,1,45707,571 EAST 170 STREET,BRONX,2029320015,1,D,40.872119,-73.888415,Fordham
5827,7828,3320,21,D1,2,1,42353,2939 GRAND CONCOURSE,BRONX,2033200021,25,D,40.872044,-73.889046,Fordham
5828,7829,3320,31,C1,2,1,27000,15 EAST 199 STREET,BRONX,2033200031,5,D,40.871327,-73.887424,Fordham
5829,7830,3320,44,D1,2,1,71250,222 BEDFORD PARK BOULEVARD,BRONX,2033200044,99,A,40.874131,-73.888237,Norwood
5830,7831,3321,50,D1,2,1,76340,3081 VILLA AVENUE,BRONX,2033210050,41,D,40.852635,-73.930311,Washington Heights
5831,7832,2157,81,C1,0,1,25700,572 WEST 187 STREET,MANHATTAN,1021570081,0,F,40.797475,-73.972747,Upper West Side
5832,7833,1888,31,D4,2,1,96318,310 WEST 99 STREET,MANHATTAN,1018880031,98,A,40.876697,-73.887053,Norwood
5833,7834,3322,35,D1,2,1,27462,3185 VILLA AVENUE,BRONX,2033220035,78,B,40.853921,-73.928738,Washington Heights
5834,7836,1888,63,D3,0,1,48099,307 WEST 99 STREET,MANHATTAN,1018880063,100,A,40.797453,-73.971827,Upper West Side
5835,7837,1888,67,D4,2,1,111359,801 WEST END AVENUE,MANHATTAN,1018880067,95,A,40.852412,-73.928911,Washington Heights
5836,7838,2159,29,D1,2,1,34938,523 WEST 187 STREET,MANHATTAN,1021590029,10,D,40.853894,-73.927565,Washington Heights
5837,7839,2159,77,C1,2,1,33545,510 WEST 190 STREET,MANHATTAN,1021590077,0,F,40.797918,-73.972145,Upper West Side
5838,7840,1888,76,D4,2,1,41520,306 WEST 100 STREET,MANHATTAN,1018880076,55,C,40.832908,-73.899486,Morrisania
5839,7841,2934,23,D9,2,1,36524,1360 CLINTON AVENUE,BRONX,2029340023,42,D,40.832417,-73.898925,Morrisania
5840,7842,2934,47,C1,2,1,26768,1357 BOSTON ROAD,BRONX,2029340047,25,D,40.877561,-73.885659,Norwood
5841,7843,3323,22,D7,2,1,105000,3235 GRAND CONCOURSE,BRONX,2033230022,4,D,40.85335,-73.927287,Washington Heights
5842,7844,2159,90,C1,2,1,45215,2600 AMSTERDAM AVENUE,MANHATTAN,1021590090,0,F,40.797695,-73.971651,Upper West Side
5843,7845,1888,7503,R0,2,1,116255,817 WEST END AVENUE,MANHATTAN,1018887503,74,B,40.883114,-73.885048,Norwood
5844,7846,3324,11,D6,2,1,93242,75 WEST MOSHOLU PARKWAY N,BRONX,2033240011,42,D,40.88263,-73.884265,Norwood
5845,7847,3324,19,D1,2,1,68500,3425 GATES PLACE,BRONX,2033240019,48,D,40.882656,-73.884777,Norwood
5846,7848,3324,23,D1,2,1,27360,55 WEST MOSHOLU PARKWAY N,BRONX,2033240023,100,A,40.798476,-73.971191,Upper West Side
5847,7849,1889,22,D4,2,1,55665,839 WEST END AVENUE,MANHATTAN,1018890022,0,F,40.882443,-73.884718,Norwood
5848,7850,3324,25,D1,2,1,45934,51 WEST MOSHOLU PARKWAY N,BRONX,2033240025,64,C,40.88233,-73.884584,Norwood
5849,7852,2160,18,W1,0,17,582919,549 AUDOBON AVENUE,MANHATTAN,1021600018,46,D,40.855343,-73.929099,Washington Heights
5850,7853,2161,4,D7,2,1,47406,1610 ST NICHOLAS AVENUE,MANHATTAN,1021610004,1,D,40.855571,-73.928932,Washington Heights
5851,7854,2161,9,C7,2,1,28992,1620 ST NICHOLAS AVENUE,MANHATTAN,1021610009,1,D,40.798942,-73.972322,Upper West Side
5852,7855,1889,36,D4,2,1,159770,285 RIVERSIDE DRIVE,MANHATTAN,1018890036,95,A,40.882792,-73.883377,Norwood
5853,7856,3324,51,D1,2,1,49000,3440 GATES PLACE,BRONX,2033240051,15,D,40.882509,-73.882981,Norwood
5854,7857,3324,70,C1,2,1,56000,3451 KNOX PLACE,BRONX,2033240070,67,C,40.882151,-73.883394,Norwood
5855,7858,3324,77,D1,2,1,44281,3435 KNOX PLACE,BRONX,2033240077,75,B,40.881847,-73.883742,Norwood
5856,7859,3324,82,D1,0,1,68500,3425 KNOX PLACE,BRONX,2033240082,57,C,40.856731,-73.926971,Washington Heights
5857,7860,2161,40,C1,2,1,66450,560 AUDUBON AVENUE,MANHATTAN,1021610040,30,D,40.85581,-73.927351,Washington Heights
5858,7861,2161,55,C1,2,1,38510,540 AUDUBON AVENUE,MANHATTAN,1021610055,31,D,40.855397,-73.927655,Washington Heights
5859,7862,2161,60,C1,2,1,39485,530 AUDUBON AVENUE,MANHATTAN,1021610060,66,C,40.854756,-73.928943,Washington Heights
5860,7864,1889,61,D4,2,1,26997,853 WEST END AVENUE,MANHATTAN,1018890061,52,D,40.882286,-73.882899,Norwood
5861,7865,3324,117,D1,2,1,49700,3444 KNOX PLACE,BRONX,2033240117,13,D,40.882831,-73.882266,Norwood
5862,7866,3324,130,D1,2,1,54000,3472 KNOX PLACE,BRONX,2033240130,67,C,40.87796,-73.882151,Norwood
5863,7867,3326,8,C1,2,1,48834,111 EAST MOSHOLU PARKWAY N,BRONX,2033260008,26,D,40.856018,-73.927747,Washington Heights
5864,7868,2161,100,C1,2,1,25910,565 WEST 192 STREET,MANHATTAN,1021610100,2,D,40.856017,-73.928058,Washington Heights
5865,7870,1889,72,D4,2,1,94804,295 RIVERSIDE DRIVE,MANHATTAN,1018890072,81,B,40.878227,-73.882266,Norwood
5866,7872,2937,1,C7,0,1,39814,1380 CROTONA AVENUE,BRONX,2029370001,1,D,40.879503,-73.88314,Norwood
5867,7873,3326,105,D1,2,1,70650,45 EAST MOSHOLU PARKWAY N,BRONX,2033260105,27,D,40.879753,-73.883281,Norwood
5868,7874,3326,113,C1,2,1,48840,25 EAST MOSHOLU PARKWAY N,BRONX,2033260113,1,D,40.879487,-73.882514,Norwood
5869,7876,3326,155,D7,2,1,58001,35 EAST 208 STREET,BRONX,2033260155,30,D,40.799771,-73.971494,Upper West Side
5870,7878,1890,24,D4,2,1,158615,871 WEST END AVENUE,MANHATTAN,1018900024,90,A,40.882628,-73.880266,Norwood
5871,7879,3328,1,D7,2,1,36244,3511 DEKALB AVENUE,BRONX,2033280001,55,C,40.85502,-73.930392,Washington Heights
5872,7880,2168,70,D1,2,1,37002,602 WEST 190 STREET,MANHATTAN,1021680070,53,D,error,error,error
5873,7881,2168,80,C7,2,1,34486,1581 ST NICHOLAS AVENUE,MANHATTAN,1021680080,0,F,40.882941,-73.880212,Norwood
5874,7882,3328,50,D1,2,1,89250,3521 DEKALB AVENUE,BRONX,2033280050,55,C,40.883491,-73.878121,Norwood
5875,7883,3328,97,D1,2,1,52001,50 EAST 212 STREET,BRONX,2033280097,56,C,40.882903,-73.878071,Norwood
5876,7885,1891,1,D4,2,1,165372,320 RIVERSIDE DRIVE,MANHATTAN,1018910001,92,A,40.800846,-73.969341,Upper West Side
5877,7886,1891,26,D3,2,1,118591,915 WEST END AVENUE,MANHATTAN,1018910026,95,A,40.855257,-73.933071,Washington Heights
5878,7887,2170,42,D1,2,1,53538,4420 BROADWAY,MANHATTAN,1021700042,87,A,40.856764,-73.932398,Washington Heights
5879,7888,2170,66,D7,2,1,49242,4460 BROADWAY,MANHATTAN,1021700066,10,D,40.85846,-73.931501,Washington Heights
5880,7889,2170,91,D7,2,1,52215,4520 BROADWAY,MANHATTAN,1021700091,10,D,40.869982,-73.879719,Norwood
5881,7890,3331,82,D1,2,1,36540,391 EAST MOSHOLU PARKWAY N,BRONX,2033310082,59,C,40.837028,-73.890129,East Morrisania
5882,7891,2940,1,D1,2,1,75978,1660 CROTONA PARK EAST,BRONX,2029400001,12,D,40.837241,-73.889771,East Morrisania
5883,7892,2940,6,D1,2,1,64300,1678 CROTONA PARK EAST,BRONX,2029400006,15,D,40.837304,-73.889299,East Morrisania
5884,7893,2940,11,D1,2,1,101262,1700 CROTONA PARK EAST,BRONX,2029400011,3,D,40.837643,-73.888875,East Morrisania
5885,7894,2940,19,I7,4,1,51306,1714 CROTONA PARK EAST,BRONX,2029400019,25,D,40.642207,-74.078836,St. George
5886,7896,2170,131,D4,2,1,222714,17 FT GEORGE HILL,MANHATTAN,1021700131,63,C,40.871692,-73.87795,Norwood
5887,7897,3332,42,C7,2,1,64740,3105 DECATUR AVENUE,BRONX,2033320042,26,D,40.800579,-73.969536,Upper West Side
5888,7898,1891,7502,R0,2,1,132377,905 WEST END AVENUE,MANHATTAN,1018917502,98,A,40.802299,-73.969729,Upper West Side
5889,7899,1892,1,D4,2,1,124351,340 RIVERSIDE DRIVE,MANHATTAN,1018920001,7,D,40.871065,-73.879116,Norwood
5890,7900,3332,72,D1,2,1,55200,3055 DECATUR AVENUE,BRONX,2033320072,23,D,40.857092,-73.928436,Washington Heights
5891,7901,2170,251,C7,2,1,44670,1649 ST NICHOLAS AVENUE,MANHATTAN,1021700251,3,D,40.85564,-73.931116,Washington Heights
5892,7902,2170,283,C7,2,1,26390,651 WEST 190 STREET,MANHATTAN,1021700283,56,C,40.855119,-73.931293,Washington Heights
5893,7904,1892,6,D4,2,1,95175,311 WEST 106 STREET,MANHATTAN,1018920006,97,A,40.870839,-73.879976,Norwood
5894,7905,3332,81,C1,2,1,62118,375 EAST MOSHOLU PARKWAY N,BRONX,2033320081,67,C,40.872007,-73.88013,Norwood
5895,7906,3333,1,C1,2,1,61620,323 EAST MOSHOLU PARKWAY N,BRONX,2033330001,67,C,40.854951,-73.931866,Washington Heights
5896,7907,2170,302,D7,2,1,80263,652 WEST 189 STREET,MANHATTAN,1021700302,47,D,40.872405,-73.879671,Norwood
5897,7908,3333,9,D1,2,1,36810,3050 PERRY AVENUE,BRONX,2033330009,27,D,40.856361,-73.930999,Washington Heights
5898,7909,2170,340,C1,2,1,29950,54 WADSWORTH TERRACE,MANHATTAN,1021700340,61,C,40.857094,-73.930165,Washington Heights
5899,7910,2170,353,D1,2,1,32970,82 WADSWORTH TERRACE,MANHATTAN,1021700353,5,D,40.845362,-73.893251,Mount Hope
5900,7911,2947,9,D5,2,1,52882,1892 ARTHUR AVENUE,BRONX,2029470009,12,D,40.845722,-73.893036,Mount Hope
5901,7912,2947,18,O3,0,1,123802,1918 ARTHUR AVENUE,BRONX,2029470018,70,B,40.857124,-73.929806,Washington Heights
5902,7913,2170,356,C1,2,1,35470,96 WADSWORTH TERRACE,MANHATTAN,1021700356,3,D,40.856158,-73.93149,Washington Heights
5903,7914,2170,368,C1,2,1,34180,49 WADSWORTH TERRACE,MANHATTAN,1021700368,1,D,40.856543,-73.931206,Washington Heights
5904,7915,2170,410,C1,2,1,39035,65 WADSWORTH TERRACE,MANHATTAN,1021700410,1,D,40.845262,-73.892744,Mount Hope
5905,7916,2947,35,D9,2,1,28279,1899 BELMONT AVENUE,BRONX,2029470035,6,D,40.80302,-73.96803,Upper West Side
5906,7917,1892,49,D4,2,1,109845,300 WEST 108 STREET,MANHATTAN,1018920049,6,D,40.842655,-73.893488,Mount Hope
5907,7918,2948,3,D7,2,1,49207,1802 CROTONA AVENUE,BRONX,2029480003,80,B,40.873077,-73.88006,Norwood
5908,7919,3334,10,C1,2,1,45500,3050 BAINBRIDGE AVENUE,BRONX,2033340010,71,B,40.857249,-73.931129,Washington Heights
5909,7920,2170,550,C1,2,1,32422,2 BROADWAY TERRACE,MANHATTAN,1021700550,12,D,40.872363,-73.880407,Norwood
5910,7921,3334,53,D1,2,1,75600,309 EAST MOSHOLU PARKWAY N,BRONX,2033340053,85,A,40.874671,-73.881359,Norwood
5911,7922,3335,1,D7,2,1,27000,201 EAST MOSHOLU PARKWAY N,BRONX,2033350001,0,F,40.874746,-73.880276,Norwood
5912,7923,3335,60,D7,2,1,174705,3150 ROCHAMBEAU AVENUE,BRONX,2033350060,43,D,40.859702,-73.929186,Inwood
5913,7924,2171,20,D1,2,1,43706,55 NAGLE AVENUE,MANHATTAN,1021710020,79,B,40.859247,-73.928372,Inwood
5914,7926,2171,52,D1,2,1,161362,64 HILLSIDE AVENUE,MANHATTAN,1021710052,46,D,40.858953,-73.929307,Inwood
5915,7927,2171,66,D1,2,1,111055,1 BOGARDUS PLACE,MANHATTAN,1021710066,100,A,40.859472,-73.928681,Inwood
5916,7929,2172,30,C1,2,1,26980,4640 BROADWAY,MANHATTAN,1021720030,100,A,40.803873,-73.968751,Upper West Side
5917,7930,1893,3,D3,2,1,124458,362 RIVERSIDE DRIVE,MANHATTAN,1018930003,99,A,40.80449,-73.967865,Upper West Side
5918,7931,1893,35,D4,2,1,145480,375 RIVERSIDE DRIVE,MANHATTAN,1018930035,100,A,40.804,-73.967908,Upper West Side
5919,7932,1893,39,D1,2,1,31670,309 WEST 109 STREET,MANHATTAN,1018930039,97,A,40.804343,-73.967516,Upper West Side
5920,7933,1893,7502,R0,2,1,103749,610 CATHEDRAL PARKWAY,MANHATTAN,1018937502,87,A,40.841793,-73.891871,Mount Hope
5921,7934,2948,40,C1,2,1,34650,756 EAST 175 STREET,BRONX,2029480040,100,A,40.841458,-73.891913,Mount Hope
5922,7935,2948,44,C1,2,1,26600,1791 PROSPECT AVENUE,BRONX,2029480044,11,D,40.842724,-73.892267,Mount Hope
5923,7936,2949,25,D3,2,1,57659,1807 CLINTON AVENUE,BRONX,2029490025,28,D,40.8425,-73.89086,Mount Hope
5924,7937,2949,64,W1,0,1,59345,1825 PROSPECT AVENUE,BRONX,2029490064,75,B,40.860824,-73.929519,Inwood
5925,7938,2172,100,D1,2,1,47642,609 WEST 196 STREET,MANHATTAN,1021720100,45,D,40.860605,-73.929259,Inwood
5926,7939,2172,120,D1,2,1,32832,610 WEST 196 STREET,MANHATTAN,1021720120,70,B,40.861704,-73.929219,Inwood
5927,7940,2174,119,C1,2,1,35255,97 ELLWOOD STREET,MANHATTAN,1021740119,17,D,40.861887,-73.928308,Inwood
5928,7943,1721,56,D4,2,1,50500,35 MT MORRIS PARK WEST,MANHATTAN,1017210056,58,C,40.667711,-73.883335,East New York
5929,7944,3336,1,D1,2,1,69960,277 VAN CORTLANDT AVENUE E,BRONX,2033360001,53,D,40.805811,-73.967132,Morningside Heights
5930,7946,2174,241,C1,2,1,34040,35 THAYER STREET,MANHATTAN,1021740241,62,C,40.806218,-73.96697,Morningside Heights
5931,7947,1895,1,D4,2,1,78701,400 RIVERSIDE DRIVE,MANHATTAN,1018950001,53,D,40.844209,-73.890528,Mount Hope
